;Dataset;Requirement_Text;{replaced_term:inserted_abbreviation}
596;05_tcs;The TCS’s operating system and executable software shall be re-programmable without hardware disassembly.;{}
597;05_tcs;Training software shall be alterable without affecting the configuration of the operational software.;{}
598;05_tcs;Training software is the software that provides the computer based training functionality for the system operator.;{}
599;05_tcs;The TCS software shall restrict the operator(s) from exercising levels of interaction not achievable by the system.;{}
600;05_tcs;The TCS software shall provide a high resolution, comp generated, graphical user interface that enables the UAV operator that is trained on one system to control different types of UAVs as well as UAV payloads with minimal additional training.;{'computer': 'comp'}
601;05_tcs;Each control console shall have, at a minimum, the capability to display the following four display windows: (1) display to provide aircraft position, TCS position, flight path, and a waypoint graphics in the foreground which are positioned in relation to a map displayed in the background, (2) display to provide aircraft flight data or payload data in the foreground, and downlinked video in the background. (3) A display to provide graphic presentations of downlinked telemetry data, and (4) display to present the interface menus for workstation software.;{}
602;05_tcs;The DII/COE UCP/CMP shall provide a consistent and common set of interfaces for United States Message Text Format (USMTF), Army Tactical Command Control System (ATCSS), and Field Artillery Tactical Data Systems (FATDS) message sets.;{}
603;05_tcs;The TACCOM segment shall provide external interfaces for the communications media as indicated in Table 3.10.4-1:;{}
604;05_tcs;The TACCOM segment shall provide API’s for the transmission of imagery in National Imagery Transmission Formats 1.1a and 2.0 as per MILSTD-2500 and to be compatible with the Common Imagery Ground/Surface Station (CGIS) Guidelines.;{}
605;05_tcs;TCS shall have ergonomically designed operator controls and displays for the 5th percentile female to 95th percentile male operator.;{'TCS': 'TCS'}
606;05_tcs;The controls shall allow the air vehicle and payload operators to perform mission control, mission monitoring, and mission updates and modifications while wearing cold weather clothing and in a Mission Oriented Protective Posture.;{}
607;05_tcs;The TCS shall provide the operator a caution and warning diagnostic when the TCS system has identified a malfunction.;{}
608;05_tcs;The TCS shall have monitor(s) that allow reading of displays under direct sunlight and low light level environments.;{}
609;05_tcs;The TCS HCI shall be a Graphical User Interface (GUI) based on X-windows and Motif.;{}
610;05_tcs;When performing a given task during mission execution, the operator shall be given appropriate warning messages from other concurrently-executing subsystem tasks.;{}
611;05_tcs;The TCS operator shall be required to enter an acknowledgment prior to disabling the display of critical warning flags for any AV, Payload, ADT, GDT, and TCS faults.;{}
612;05_tcs;A combination of visual and auditory outputs will be provided to alert the TCS operator to sit which may require operator response.;{'situation': 'sit'}
613;05_tcs;TCS warning messages and HCI actions shall be archived for later review.;{'TCS': 'TCS'}
614;05_tcs;All TCS operator inputs shall be error checked such that any erroneous operator entry will not cause current processing to terminate.;{}
615;05_tcs;The HCI shall prompt the operator for a valid input.;{}
616;05_tcs;Display jitter and flicker shall not be perceptible by the operator.;{}
617;05_tcs;The operational tasks to be performed concurrently by the operator during normal operation will be determined by appropriate task analysis and function allocation.;{}
618;05_tcs;TCS shall facilitate Human-Computer Interfaces (HCIs) that support operation of all system modes, functions, and capabilities.;{'TCS': 'TCS'}
619;05_tcs;The Human Computer Interface (HCI) shall be designed and implemented in accordance with the TCS HCI Specification, TCS 108.;{}
620;05_tcs;The HCI shall provide redundancy in all operations, so that the loss of any one HCI input device does not prohibit operation of any TCS function.;{}
621;05_tcs;The TCS shall provide the functionality to display all HCI elements on any available monitor on the TCS workstation.;{}
622;05_tcs;The TCS shall be capable of displaying a window within a window format to include, as a minimum, displaying a video window overlaid on a map screen as well as a map screen overlaid on a video screen.;{}
623;05_tcs;The TCS shall provide full complementary control operations from the keyset as well as the X/Y control device (e.g., trackball, mouse, joystick).;{}
624;05_tcs;The TCS shall provide access to the DII Style Manager so that pointing device characteristics can be modified.;{}
625;05_tcs;The shall provide the functionality to have a maximum delay time of 1 second from operator command to system acknowledgement and response.;{}
626;05_tcs;The TCS shall provide a capability for porting an off-the-shelf, complex control joystick with multiple toggle and multi-position switches as part of the TCS hardware suite.;{}
627;05_tcs;The TCS shall use graphical representations to convey information, such as system status, C4I links, and AV-GDT links.;{}
628;05_tcs;The TCS shall provide for multi-level information display tailoring by the operator.;{}
629;05_tcs;TCS shall provide automated TCS system information, control options, and logical and simple operator guidance and support for immediate and adaptive responding to crisis situations.;{'TCS': 'TCS'}
630;05_tcs;TCS shall provide maximum automated system software support to system status monitoring and alerting of the TCS operator when a preset system parameter goes under as well as over a set threshold.;{'TCS': 'TCS'}
631;05_tcs;The TCS shall provide the necessary processing, display, and control capabilities to ensure dynamic situational awareness input to the TCS operator.;{}
632;05_tcs;The TCS shall minimize alphanumeric data display in favor of graphic, pictorial information display;{}
633;05_tcs;The TCS HCI shall provide unambiguous AV and payload control and status feedback indicators to ensure safe, efficient operations of two AVs and their payloads by a single TCS station.;{}
634;05_tcs;TCS shall provide for a specific icon shape on a constant contrast background, as well as other visual information coding mechanisms, to cue the TCS operator regarding which UAVs are under his or her primary control.;{'TCS': 'TCS'}
635;05_tcs;The TCS HCI shall provide the capability to select and amplify an object and point on a map as well as payload screen.;{}
636;05_tcs;The TCS HCI shall provide coarse and fine payload control capabilities directly on the payload screen.;{}
637;05_tcs;The TCS HCI shall display the SAR imaging swath on the map display.;{}
638;05_tcs;The TCS HCI shall provide the on-screen capability to select and efficiently move as well as reorient a previously defined SAR imaging swath.;{}
639;05_tcs;The TCS HCI shall provide the capability to lock onto and hold a coordinate point on the payload imagery window.;{}
640;05_tcs;The TCS HCI shall provide the capability to display operator definable “Lock Out” zones around WPT, Launch and Recovery Point (LRP), as well as any selected point on the AV flight path.;{'waypoint': 'WPT'}
641;05_tcs;The TCS HCI shall provide for a rapid means to cancel aural warnings.;{}
642;05_tcs;The TCS HCI shall provide for separation, grouping, and visual coding of multiple categories of alerts, to include Warnings, Cautions, and Advisories.;{}
643;05_tcs;The TCS HCI shall provide for visual Warnings, Cautions, and Advisories to be displayed at or near the center of the field of view, i.e., within a 30o cone, of all monitors in a TCS system.;{}
644;05_tcs;For AV safety as well as mission-critical Warnings, the TCS HCI shall provide a default selection as well as an override option, along with sel of adaptive responses, and the minimum information necessary to assist the operator in responding quickly and adaptively to the emergency.;{'selection': 'sel'}
645;05_tcs;The TCS HCI shall provide for on-scrn information to include, as a minimum, overlays, headers, cursors, alphanumeric annotation, waypoints, crosshairs, designed to be visible against the complete spectrum of map and payload video backgrounds.;{'screen': 'scrn'}
